9000 10000
406 3649 74
1431 2361 55
7159 4414 47
3645 5151 80
6506 7631 57
8009 4618 32
600 235 59
3322 7638 63
6902 1293 29
5958 2287 69
5345 367 23
7408 3709 10
6209 2610 50
6182 1888 83
8876 4730 99
926 1873 20
4426 3678 45
2146 8426 92
2576 98 24
4925 1516 74
847 6726 71
1057 5864 63
2710 3024 84
5285 1238 56
1210 1152 55
7795 2884 82
7836 3750 92
8923 1648 42
2189 5145 68
789 6366 35
7483 3533 88
5266 7423 50
8993 1322 32
8683 7541 85
5378 8645 21
3283 3773 62
3435 7792 82
8543 7520 100
1479 2693 3
6712 6883 22
2255 1098 36
2644 3479 58
8790 3969 68
6111 1547 67
958 4011 1
3990 537 100
1792 8237 91
7499 6502 97
6896 8295 41
8372 3955 85
5865 6634 54
4218 6950 34
6235 5781 13
5463 807 44
503 1644 54
6663 2688 60
4446 4714 45
262 4769 94
1330 1928 28
7025 5636 40
883 126 71
6731 2848 55
640 6533 3
6146 7091 70
3286 4537 13
5431 5721 29
6138 3305 39
3999 1478 68
2507 5668 33
5875 6524 52
7649 2433 38
2945 8721 86
1618 6264 60
5477 2999 42
7064 5472 12
6322 3894 50
8597 630 38
7684 8702 10
3634 1000 46
6968 7245 5
1190 5886 51
5852 3503 62
8165 1878 79
1850 6037 94
5448 1557 35
1455 1446 68
2516 6197 36
2109 2172 83
3613 8085 75
8104 2309 32
3874 8739 21
6567 7778 12
7754 8612 30
7683 4120 29
1060 4088 70
7825 3403 75
6827 3465 70
3544 582 77
2944 7153 35
8389 2128 69
3724 7257 98
4945 7590 29
1606 5104 19
350 4541 87
1856 6268 24
4588 3688 45
1827 8696 5
8758 8233 34
7571 4261 69
4224 5029 68
3355 6972 36
5137 3207 52
6587 7538 87
7232 6663 32
6517 991 33
8635 5724 14
3990 2991 95
8714 3320 4
7785 7778 54
3838 3622 48
4995 3332 45
8927 5451 51
135 3418 62
4087 8158 99
5075 276 92
1833 2468 37
2622 6993 66
6417 1398 34
6059 1614 55
3824 5216 39
6603 2196 6
8619 6302 2
4235 3004 21
2466 3240 6
5156 3540 3
7998 3418 16
5699 6665 55
6429 1790 30
5138 803 21
2807 534 58
8562 2946 61
1625 5119 68
2892 4115 49
5554 2619 91
3668 1134 31
470 1786 64
5907 1172 76
7941 7728 69
4359 7274 15
563 7196 16
6432 2378 92
8571 7867 80
7372 5979 72
4544 8003 94
275 3326 96
6062 5962 75
7386 8224 22
573 447 79
910 1414 90
6698 6097 24
5257 4475 92
5087 2676 66
2966 4043 41
1881 2938 15
7399 4438 8
906 1958 86
6873 2854 100
6664 8920 48
894 8658 36
5094 2927 55
6052 6330 81
5547 4750 75
6024 2201 45
564 662 53
4875 5350 29
877 2820 90
7782 1116 55
2076 5792 81
6240 7010 36
5375 7025 65
1910 8582 18
8659 354 21
1205 1889 45
8231 7307 50
6437 7328 72
1425 4326 54
2967 6929 43
4659 8057 35
952 7844 78
1624 2994 82
4903 4915 36
3819 3849 26
7395 3862 44
8200 3690 69
698 3300 8
7079 2053 62
7475 6592 21
5340 7972 89
873 1496 29
1154 5953 63
3960 337 40
1615 8809 27
2964 729 80
1030 1918 92
8273 4679 99
8998 5147 15
7527 8522 59
5679 922 23
8960 7071 41
1143 8157 20
4332 7509 21
3871 4613 10
2964 1720 17
3505 8315 30
8435 5864 49
2022 4163 94
2590 3907 19
8069 7167 42
2342 5743 7
6674 1247 95
4729 4051 73
7520 508 18
2856 3723 41
974 2758 82
4450 4167 21
6370 2203 63
6547 5011 51
3046 5332 75
42 1440 91
3498 8912 82
8506 3049 26
7836 3822 65
8905 2864 8
134 6142 71
5275 6486 16
3104 3034 61
1754 2502 100
3896 4487 62
5788 7327 27
6441 5556 84
8534 6231 6
8439 4606 79
5756 749 53
6972 1670 68
6506 6970 64
8734 8733 6
1366 1564 29
4586 1267 97
7070 3452 78
2791 5115 32
854 2856 64
7373 7767 12
2578 424 39
39 5951 87
1829 393 56
4754 4566 84
595 2715 67
1909 1624 33
2919 8691 89
7752 4193 14
6218 1826 3
230 5811 18
3349 1192 20
2182 2615 69
1191 8627 91
4003 7537 7
3426 5920 8
5087 1041 75
8380 3 71
8881 203 40
3885 3272 51
8334 2865 46
7334 7624 70
3037 7264 64
3420 6841 70
8683 5222 51
7341 3461 84
4346 5784 4
5245 843 95
1418 2101 48
3779 4071 45
5771 4569 90
7091 4385 85
7301 4112 7
1916 4567 85
8464 2890 29
5854 5789 45
5225 643 33
7651 1385 40
6195 5620 51
240 6172 6
7639 8699 29
2833 8314 25
5849 5891 98
2793 8819 46
1749 1533 17
1553 217 54
8603 6445 13
7776 2245 60
7774 2559 1
1915 2207 79
8134 7002 20
7512 668 57
2384 5893 30
719 7171 11
1453 5767 22
8438 3273 48
8842 7018 88
3632 8930 15
3360 1347 85
8062 8559 76
8427 8155 46
5160 493 94
2914 1139 17
6902 289 40
2133 7667 46
4745 6839 40
1588 8368 73
4282 2571 20
5494 5753 77
8732 3699 2
3107 1154 48
2379 3052 27
3110 2851 46
6366 2036 89
227 3101 10
163 4391 53
3308 3041 78
8697 1283 11
1116 4838 26
7111 6121 46
362 2732 8
5731 5741 42
5399 8724 49
1782 6089 94
3405 1563 60
8896 1141 72
687 1659 85
6084 1123 98
1099 3517 20
4959 6871 45
7213 5208 94
7191 177 55
2397 2926 29
5924 3391 34
4745 3094 84
3633 7858 22
6640 371 28
6188 5396 44
6173 7971 40
6516 5372 17
5357 6441 98
4038 5834 11
7683 8444 36
7603 1986 11
5778 8029 16
7134 8472 4
6781 6954 77
6919 6444 47
4718 41 92
2130 405 19
191 6836 8
4593 6042 57
5521 7614 86
676 5987 21
2101 4516 38
2248 4790 20
4894 3226 29
8423 2701 20
6999 4804 46
5398 1982 32
6153 2922 1
7427 8486 98
5399 6512 86
7686 5029 17
3059 2214 45
5123 897 5
1504 1473 52
8748 2823 94
7169 2699 32
8595 3523 47
4812 5172 18
2136 1224 76
4686 2172 73
6465 8478 59
4028 6645 16
5866 6978 25
1241 2155 82
4145 8961 97
7288 1857 9
3089 546 64
3715 1057 12
1718 6466 55
5904 8899 39
4366 2980 70
20 3173 68
463 3254 11
3827 3699 68
8470 2879 31
7530 856 34
2514 1308 81
379 5363 43
5623 4509 91
6087 663 82
4433 4832 7
1993 4525 58
6630 1175 1
7596 1665 88
6312 3767 15
2419 2147 71
4557 6761 74
3540 2797 73
7021 3965 50
4784 4105 35
8003 2330 27
7062 8717 16
2708 1488 64
5592 8797 26
1133 4885 4
1016 1428 2
5791 5594 75
10 4154 51
6765 4945 96
888 8207 23
1232 7690 42
371 8895 5
4703 4608 23
4482 8240 11
6363 4910 61
2612 296 95
4836 4458 74
2475 8201 79
1588 3402 88
541 2820 57
8790 6020 61
6897 2040 62
7991 5045 64
4913 4730 80
7980 8911 15
7975 4248 37
5680 5476 15
8123 4178 31
737 7663 28
5529 2193 20
2016 2825 47
50 3960 85
4446 4368 8
5661 6569 82
6099 3863 13
3198 5666 75
2984 2758 34
7549 1875 54
877 3289 3
4208 1863 64
8794 4722 8
6134 7110 92
1533 8216 64
5097 2694 41
6754 2374 16
6233 3712 57
3397 5708 86
3327 5338 38
1752 4342 40
3544 2623 99
7226 1799 36
6145 2022 75
2430 3134 40
2751 1945 9
5160 3892 49
3458 7394 11
7089 1784 64
5296 2474 65
5559 4307 43
5064 27 80
3280 4660 54
437 8492 95
1491 4565 86
5714 6017 27
5568 6019 71
1721 979 50
1831 3991 79
3787 8565 68
5098 4191 16
2212 6863 88
7941 1854 8
1324 4909 88
6529 2675 58
779 8181 59
1509 3343 24
6731 4763 67
6270 2255 79
86 2761 17
8456 7443 5
3943 8226 2
2544 8573 41
1357 8453 45
7718 480 11
8886 5143 86
5584 6074 2
1691 8762 36
7344 4554 14
6066 7647 100
7066 4151 38
4296 8301 35
7577 5586 67
1937 3966 69
8782 7463 41
2145 6415 58
7078 515 59
7526 3367 51
5283 6549 42
2453 4973 59
3990 8737 49
1118 3231 57
7555 1525 27
4694 3661 32
8302 3200 49
5782 8350 68
2716 5987 13
5095 1172 16
6813 5983 19
1898 4212 69
466 8751 88
754 8723 37
4873 7756 28
8461 7654 63
7833 2860 22
4283 8674 78
6217 7642 31
8304 1569 49
6942 6652 1
2446 1325 25
2254 5384 69
694 4739 72
1744 430 8
6239 5714 100
3157 8636 26
8196 7699 63
218 3833 86
8638 6103 65
5817 1040 4
3909 6248 11
7995 5136 76
6124 2597 17
8885 4328 7
6405 7883 24
3401 2227 56
3243 176 50
1951 2930 53
7842 4034 15
4425 8106 61
1760 2208 83
7923 4352 89
4207 2839 78
1170 3250 90
4052 2150 46
7943 4137 38
1592 5654 78
1722 6388 27
7830 4746 5
4003 3171 17
413 3650 30
3366 500 62
1152 5233 21
1029 6549 24
8451 6746 96
5905 3338 75
419 7806 55
1119 631 85
4805 670 97
3450 2101 45
594 3543 74
1202 4945 64
6813 1066 46
5984 1282 49
1064 1058 65
8464 8676 87
5381 545 42
2977 1672 48
6044 2909 98
4232 1463 76
4819 434 11
8556 3395 78
558 497 66
7891 4027 92
4450 1366 7
6294 2582 29
3450 1667 34
6254 5386 87
1083 4304 45
552 7040 64
3511 8269 49
6461 2559 67
7734 2121 8
8541 2486 54
8179 5788 98
989 3517 93
1545 7668 42
3626 1392 36
7487 3694 41
8035 6235 39
1470 5407 58
6253 3530 88
6052 4716 41
7710 4503 55
6193 2380 80
537 6024 38
239 4408 24
3947 7192 34
7060 5473 89
8803 7045 50
6524 5294 23
5329 6412 51
3242 2987 27
6627 8781 81
5311 6683 89
1180 97 76
6623 5022 61
255 5994 94
4986 103 72
6100 5065 48
3905 2690 15
4723 3291 32
1272 2373 54
7770 1316 92
2256 8592 70
6119 2828 2
5478 822 40
5579 592 58
7525 4699 32
6302 5748 73
4048 8612 83
3119 7803 98
3377 6030 82
3901 8756 47
162 5846 86
1085 1490 63
4952 4502 34
8491 2140 30
5198 1090 78
4725 2019 60
3949 1048 33
5312 7161 58
1931 7733 82
1656 1783 54
7832 8139 63
625 2346 76
3719 8859 3
7884 2182 93
5612 7633 64
1934 2448 38
8766 5293 65
4139 4205 4
28 2583 95
985 2815 40
8626 4240 8
8141 6337 12
829 5220 13
2543 1067 55
7516 7774 8
4633 1747 39
4464 5083 83
6383 1732 47
1110 4524 95
4090 777 24
6739 6463 6
2283 3820 67
6883 3716 100
266 2765 9
5922 2194 65
3761 7910 100
3787 118 30
4961 1755 93
960 6763 10
1281 7033 81
931 7016 94
7330 7071 53
7205 7295 32
743 8283 23
1745 6995 40
50 4880 43
5187 6857 93
2627 6918 23
5974 6366 26
6719 6646 28
8894 6780 74
3062 6395 72
6559 6094 20
6538 3025 24
3887 4712 38
3342 6484 15
6586 5859 7
8569 1214 22
4067 5435 68
400 8670 8
1209 5345 38
1734 1375 34
2007 6157 38
586 414 53
7310 8540 29
5026 3374 89
3210 1765 33
3853 3985 56
1348 5420 39
7979 2990 26
2069 5308 53
7305 3621 91
8899 4905 48
6366 3341 21
4648 3288 73
4760 8106 52
7646 2086 50
7916 4145 7
5714 1093 96
351 1334 91
7297 1346 96
6546 5273 11
2088 2272 80
648 43 83
1259 2798 26
3920 2829 74
8934 5801 64
5675 6177 36
5174 3725 96
8439 1427 45
1777 8302 50
1863 6103 53
4702 2216 97
7176 6452 50
8524 3177 68
1701 5489 83
1122 1214 86
2398 3749 16
7518 5128 73
7620 5731 30
7894 6271 50
1578 4510 93
4729 3015 88
4972 1652 20
1005 2335 5
2935 2324 85
3516 1217 52
2801 4320 32
6889 5342 12
7006 5365 94
8445 8349 62
5945 7065 43
6815 1568 62
4057 292 15
5761 1503 55
1630 7896 40
3801 8237 37
660 2073 3
7462 4824 87
1008 1289 42
2351 8463 52
8013 10 97
3046 3420 50
2909 451 83
654 1205 13
4026 5716 83
1655 2959 95
7557 8339 42
7910 8595 100
1598 7245 8
3253 6574 36
7791 4874 86
4058 3450 45
8553 5379 28
8557 4872 88
7242 1927 25
7069 2407 29
4965 8047 79
7543 1227 85
1407 7690 99
397 7231 27
5488 7710 37
244 5813 99
3261 924 46
3252 8003 56
2112 6161 59
8150 6147 49
6963 5657 34
340 4705 52
3903 189 19
3204 1645 21
551 4733 78
3543 4870 41
4110 7952 94
5960 3461 56
1663 7049 82
1968 2852 21
8882 3800 25
7274 8185 39
7314 8421 99
370 1414 80
4900 3972 53
4592 3871 4
6941 4862 98
6181 4033 87
4361 1242 9
8634 1131 27
5846 7780 55
7196 832 29
3372 1558 74
1726 8741 94
189 4667 86
6271 188 58
3889 1406 78
8181 1464 76
3862 8441 4
2055 2972 75
6855 7757 12
2677 7213 54
8599 351 25
6310 6365 19
2496 5207 39
7780 2165 1
1717 1149 22
2240 8418 99
1186 8004 22
7424 4491 25
807 702 38
5435 3999 76
300 5622 80
1527 3687 97
8013 3756 55
8143 273 83
4031 8253 15
6204 6901 92
5016 4951 22
275 1081 34
6229 3772 30
5922 3375 27
1629 6970 95
1342 7210 59
7207 8975 40
8252 8151 52
34 7522 27
3651 5235 72
4040 2956 93
3237 5139 26
8530 6558 5
1342 7448 85
733 4626 98
4496 4788 14
6873 4956 53
4163 6316 23
3562 5318 40
2785 7684 33
7311 2234 88
7098 6299 64
3900 4540 34
2729 6375 79
360 6950 9
4249 3739 33
3683 8352 91
5558 4061 70
1456 2454 5
6346 2714 40
6014 4963 71
6560 5727 100
5312 2707 16
7591 1399 26
820 8599 85
8524 5020 74
5573 5347 79
5926 6854 72
3398 8980 87
2228 6514 72
7396 477 40
7002 3156 41
1708 3602 85
4898 7499 27
5383 4335 29
2209 2167 43
7817 4488 3
339 2077 88
8413 6334 7
2374 4237 53
5524 1359 87
826 2113 55
296 1419 2
30 1761 78
7166 4587 26
6231 196 69
2491 572 34
8156 4290 6
6916 7819 66
7234 5395 74
628 7454 94
3929 8488 60
7190 7921 81
7752 7152 70
5178 4231 55
8151 6872 96
4576 5303 64
8266 608 76
4265 5933 38
2296 4731 94
3704 2517 4
1225 3035 90
6021 3419 60
5629 287 87
3407 2016 89
2918 3779 62
5388 2778 6
3693 4281 22
465 5360 39
4029 122 37
6499 2060 47
2402 8511 49
8728 1814 13
656 8137 92
7431 6805 83
841 3817 57
8525 1970 63
4482 4180 16
5033 2253 20
8132 4711 45
883 4186 27
5673 230 55
1486 5226 98
2479 7093 41
7350 6104 56
2689 8820 26
8545 4260 56
6967 3329 10
2419 4956 48
3543 6940 65
1158 3031 20
7255 1054 81
5491 2826 33
7200 5303 21
7397 5673 95
2534 6174 38
8074 6014 45
772 5334 80
5957 267 79
4820 8330 20
7875 1692 82
6195 4497 65
6691 2440 21
3829 6164 27
2561 1671 76
5658 7272 38
8136 5192 29
4368 3570 28
4391 8898 46
8454 8329 41
1376 6977 82
7974 4593 44
6685 2852 20
5799 1664 42
1243 1784 70
6318 339 28
7007 652 11
7327 8111 24
1392 5749 81
7574 5092 47
6144 4818 15
4487 8057 27
7820 1238 25
6888 680 63
933 731 93
2923 4940 91
888 1552 99
8884 5610 73
7430 6574 70
6672 5114 55
7265 2273 59
714 8391 67
7517 2865 27
4326 3466 89
5120 5210 97
6779 5697 73
5115 7190 27
4877 1756 79
7926 1094 21
3630 2867 93
5731 7536 79
4743 2954 55
6053 4497 40
7271 3137 63
6234 1943 71
4223 3183 33
6026 3516 36
3686 2858 32
2536 6899 59
3929 3395 10
3750 2384 93
7685 1190 20
484 4549 4
4682 4174 96
3867 3423 24
8357 7270 89
1368 5501 64
5 6786 48
3486 1708 100
347 2280 76
3795 3594 86
6659 5164 86
4472 4550 20
5316 614 59
3175 3669 40
8587 210 97
8411 3220 76
5980 4170 32
3273 8778 96
7266 8682 2
